score,tier,action,reason,outreach,breakdown,permit_id,address,project_type,estimated_value,description,contractor_name,issue_date,category,work_type,source,city,актуальность,needs_email,email,contact_name,stage
43,Cold,Skip,"commercial project, budget $334,406","Hi Alan & Brooks Builders Inc,

We saw your project at 950 S Cherry ST, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$334,406"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2025-COMMCON-0001277,"950 S Cherry ST, Denver, CO",Commercial,334406,Alteration/Tenant Finish — Virginia Village neighborhood,Alan & Brooks Builders Inc,2025-06-12,commercial,Renovation,"Denver, CO",Denver,Medium,True,,,
43,Cold,Skip,"commercial project, budget $301,900, hotel — high stone demand","Hi Beaver Construction Consulting Inc,

We noticed your project at 1400 Wewatta ST, Denver, CO and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$301,900"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2026-COMMCON-0000074,"1400 Wewatta ST, Denver, CO",Commercial,301900,Alteration/Tenant Finish — Union Station neighborhood,Beaver Construction Consulting Inc,2026-01-21,hotel,Renovation,"Denver, CO",Denver,High,True,,,
43,Cold,Skip,"commercial project, budget $300,000, hotel — high stone demand","Hi Open Air Builders, Inc.,

We noticed your project at 2001 Blake ST, Denver, CO and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$300,000"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2025-COMMCON-0002044,"2001 Blake ST, Denver, CO",Commercial,300000,Special Event — Five Points neighborhood,"Open Air Builders, Inc.",2025-09-24,hotel,Renovation,"Denver, CO",Denver,Medium,True,,,
43,Cold,Skip,"commercial project, budget $300,000, hotel — high stone demand","Hi Open Air Builders, Inc.,

We noticed your project at 2001 Blake ST, Denver, CO and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$300,000"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2025-COMMCON-0001968,"2001 Blake ST, Denver, CO",Commercial,300000,Special Event — Five Points neighborhood,"Open Air Builders, Inc.",2025-09-22,hotel,Renovation,"Denver, CO",Denver,Medium,True,,,
43,Cold,Skip,"commercial project, budget $300,000","Hi Construction Concepts, Inc.,

We saw your project at 1504 N Colorado BLVD, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$300,000"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2025-COMMCON-0001636,"1504 N Colorado BLVD, Denver, CO",Commercial,300000,Alteration/Tenant Finish — South Park Hill neighborhood,"Construction Concepts, Inc.",2026-03-23,commercial,Renovation,"Denver, CO",Denver,High,True,,,
43,Cold,Skip,"commercial project, budget $300,000","Hi Swift Builders Llc,

We saw your project at 4201 E Yale Ave 100, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$300,000"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2025-COMMCON-0001339,"4201 E Yale Ave 100, Denver, CO",Commercial,300000,Alteration/Tenant Finish — University Hills neighborhood,Swift Builders Llc,2025-08-20,commercial,Renovation,"Denver, CO",Denver,Medium,True,,,
43,Cold,Skip,"commercial project, budget $300,200, hotel — high stone demand","Hi Taylor Kohrs Llc,

We noticed your project at 1201 16th 300, Denver, CO and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$300,200"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2025-COMMCON-0001850,"1201 16th 300, Denver, CO",Commercial,300200,Alteration/Tenant Finish — Union Station neighborhood,Taylor Kohrs Llc,2025-09-05,hotel,Renovation,"Denver, CO",Denver,Medium,True,,,
43,Cold,Skip,"commercial project, budget $301,058","Hi Novus Construction Llc,

We saw your project at 1483 N Detroit ST, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$301,058"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2026-COMMCON-0000077,"1483 N Detroit ST, Denver, CO",Commercial,301058,Repair/Replace — Congress Park neighborhood,Novus Construction Llc,2026-03-11,commercial,Renovation,"Denver, CO",Denver,High,True,,,
43,Cold,Skip,"commercial project, budget $303,143","Hi Novus Construction Llc,

We saw your project at 2825 N Fairfax ST, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$303,143"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2025-COMMCON-0002124,"2825 N Fairfax ST, Denver, CO",Commercial,303143,Alteration/Tenant Finish — North Park Hill neighborhood,Novus Construction Llc,2025-11-06,commercial,Renovation,"Denver, CO",Denver,Medium,True,,,
43,Cold,Skip,"commercial project, budget $312,000","Hi Spyder Construction Llc,

We saw your project at 675 E Louisiana AVE, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$312,000"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2025-COMMCON-0001495,"675 E Louisiana AVE, Denver, CO",Commercial,312000,Repair/Replace — Platt Park neighborhood,Spyder Construction Llc,2025-08-12,commercial,Renovation,"Denver, CO",Denver,Medium,True,,,
43,Cold,Skip,"commercial project, budget $303,500, hotel — high stone demand","Hi Snyder Building Construction Llc,

We noticed your project at 1550 Wewatta ST, Denver, CO and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$303,500"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2025-COMMCON-0001897,"1550 Wewatta ST, Denver, CO",Commercial,303500,Alteration/Tenant Finish — Union Station neighborhood,Snyder Building Construction Llc,2025-11-24,hotel,Renovation,"Denver, CO",Denver,Medium,True,,,
43,Cold,Skip,"commercial project, budget $305,000","Hi Hive Construction Inc,

We saw your project at 3875 N Steele ST 1145, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$305,000"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2025-COMMCON-0000892,"3875 N Steele ST 1145, Denver, CO",Commercial,305000,Alteration/Tenant Finish — Clayton neighborhood,Hive Construction Inc,2025-06-12,commercial,Renovation,"Denver, CO",Denver,Medium,True,,,
43,Cold,Skip,"commercial project, budget $308,139","Hi Ejcm Llc,

We saw your project at 4600 S Ulster ST, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$308,139"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2025-COMMCON-0001634,"4600 S Ulster ST, Denver, CO",Commercial,308139,Alteration/Tenant Finish — Hampden South neighborhood,Ejcm Llc,2025-08-13,commercial,Renovation,"Denver, CO",Denver,Medium,True,,,
43,Cold,Skip,"commercial project, budget $308,583","Hi Hays Construction Company Inc,

We saw your project at 4925 N Federal BLVD, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$308,583"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2025-COMMCON-0000736,"4925 N Federal BLVD, Denver, CO",Commercial,308583,Alteration/Tenant Finish — Regis neighborhood,Hays Construction Company Inc,2025-09-05,commercial,Renovation,"Denver, CO",Denver,Medium,True,,,
43,Cold,Skip,"commercial project, budget $310,000","Hi Hwg Services,

We saw your project at 400 S Zuni ST, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$310,000"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2024-COMMCON-0001735,"400 S Zuni ST, Denver, CO",Commercial,310000,Alteration/Tenant Finish — Athmar Park neighborhood,Hwg Services,2026-01-05,commercial,Renovation,"Denver, CO",Denver,High,True,,,
43,Cold,Skip,"commercial project, budget $312,000","Hi Swinerton Builders,

We saw your project at 2401 E 2nd Ave, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$312,000"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2025-COMMCON-0002157,"2401 E 2nd Ave, Denver, CO",Commercial,312000,Alteration/Tenant Finish — Cherry Creek neighborhood,Swinerton Builders,2026-03-05,office,Renovation,"Denver, CO",Denver,High,True,,,
43,Cold,Skip,"commercial project, budget $360,000, hotel — high stone demand","Hi Home Renew Llc,

We noticed your project at 1450 Wynkoop ST 3B APT, Denver, CO and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$360,000"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2025-COMMCON-0001074,"1450 Wynkoop ST 3B APT, Denver, CO",Commercial,360000,Alteration/Tenant Finish — Union Station neighborhood,Home Renew Llc,2025-10-19,hotel,Renovation,"Denver, CO",Denver,Medium,True,,,
43,Cold,Skip,"commercial project, budget $305,000","Hi Novum Llc,

We saw your project at 806 N Albion ST, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$305,000"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2026-COMMCON-0000292,"806 N Albion ST, Denver, CO",Commercial,305000,Alteration/Tenant Finish — Hale neighborhood,Novum Llc,2026-03-16,commercial,Renovation,"Denver, CO",Denver,High,True,,,
43,Cold,Skip,"commercial project, budget $335,030, hotel — high stone demand","Hi Rand Construction Corporation,

We noticed your project at 1550 17th ST, Denver, CO and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$335,030"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2025-COMMCON-0001731,"1550 17th ST, Denver, CO",Commercial,335030,Alteration/Tenant Finish — Union Station neighborhood,Rand Construction Corporation,2025-10-07,hotel,Renovation,"Denver, CO",Denver,Medium,True,,,
43,Cold,Skip,"commercial project, budget $350,000","Hi Avalon Holdings, Llc Dba Avalon Construction,

We saw your project at 3407 W 29th AVE, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$350,000"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2025-COMMCON-0002385,"3407 W 29th AVE, Denver, CO",Commercial,350000,Alteration/Tenant Finish — West Highland neighborhood,"Avalon Holdings, Llc Dba Avalon Construction",2026-03-05,commercial,Renovation,"Denver, CO",Denver,High,True,,,
43,Cold,Skip,"commercial project, budget $358,480","Hi Open Air Builders, Inc.,

We saw your project at 1701 N Bryant ST, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$358,480"", ""points"": -15, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 43, ""final_score"": 43, ""clamped"": false}",2025-COMMCON-0001115,"1701 N Bryant ST, Denver, CO",Commercial,358480,Special Event — Sun Valley neighborhood,"Open Air Builders, Inc.",2025-06-09,commercial,Renovation,"Denver, CO",Denver,Medium,True,,,
